timestamp,section_id,sensor_id,raw_value,R0,GF,BF,thermal_coeff,rated_capacity_kN,temperature_C,validity_flag,converted_load_kN
2026-08-20 01:00:00,A,A1,8187.0,7000.0,0.1,1.0,0.0,200.0,25.58,VALID,118.7
2026-08-20 01:00:00,A,A2,8224.0,7000.0,0.1,1.0,0.0,200.0,25.6,VALID,122.4
2026-08-20 01:00:00,A,A3,8205.0,7000.0,0.1,1.0,0.0,200.0,26.04,VALID,120.5
2026-08-20 01:00:00,B,B1,8027.0,7000.0,0.1,1.0,0.0,200.0,25.92,VALID,102.7
2026-08-20 01:00:00,B,B2,8037.0,7000.0,0.1,1.0,0.0,200.0,25.74,VALID,103.7
2026-08-20 01:00:00,B,B3,8030.0,7000.0,0.1,1.0,0.0,200.0,25.71,VALID,103.0
2026-08-20 01:00:00,C,C1,8376.0,7000.0,0.1,1.0,0.0,200.0,25.43,VALID,137.6
2026-08-20 01:00:00,C,C2,8414.0,7000.0,0.1,1.0,0.0,200.0,25.82,VALID,141.4
2026-08-20 01:00:00,C,C3,8383.0,7000.0,0.1,1.0,0.0,200.0,25.49,VALID,138.3
2026-08-20 01:00:00,D,D1,7959.0,7000.0,0.1,1.0,0.0,200.0,25.67,VALID,95.9
2026-08-20 01:00:00,D,D2,7979.0,7000.0,0.1,1.0,0.0,200.0,25.78,VALID,97.9
2026-08-20 01:00:00,D,D3,7983.0,7000.0,0.1,1.0,0.0,200.0,25.73,VALID,98.3
2026-08-20 01:15:00,A,A1,8191.0,7000.0,0.1,1.0,0.0,200.0,26.0,VALID,119.1
2026-08-20 01:15:00,A,A2,6850.0,7000.0,0.1,1.0,0.0,200.0,26.24,VALID,-15.0
2026-08-20 01:15:00,A,A3,8218.0,7000.0,0.1,1.0,0.0,200.0,26.04,VALID,121.8
2026-08-20 01:15:00,B,B1,8046.0,7000.0,0.1,1.0,0.0,200.0,25.73,VALID,104.6
2026-08-20 01:15:00,B,B2,8042.0,7000.0,0.1,1.0,0.0,200.0,25.78,VALID,104.2
2026-08-20 01:15:00,B,B3,8037.0,7000.0,0.1,1.0,0.0,200.0,25.69,VALID,103.7
2026-08-20 01:15:00,C,C1,8376.0,7000.0,0.1,1.0,0.0,200.0,25.92,VALID,137.6
2026-08-20 01:15:00,C,C2,8399.0,7000.0,0.1,1.0,0.0,200.0,25.76,VALID,139.9
2026-08-20 01:15:00,C,C3,8393.0,7000.0,0.1,1.0,0.0,200.0,26.13,VALID,139.3
2026-08-20 01:15:00,D,D1,7979.0,7000.0,0.1,1.0,0.0,200.0,26.55,VALID,97.9
2026-08-20 01:15:00,D,D2,7982.0,7000.0,0.1,1.0,0.0,200.0,25.77,VALID,98.2
2026-08-20 01:15:00,D,D3,7951.0,7000.0,0.1,1.0,0.0,200.0,26.02,VALID,95.1
2026-08-20 01:30:00,A,A1,8195.0,7000.0,0.1,1.0,0.0,200.0,26.06,VALID,119.5
2026-08-20 01:30:00,A,A2,6850.0,7000.0,0.1,1.0,0.0,200.0,26.12,VALID,-15.0
2026-08-20 01:30:00,A,A3,8222.0,7000.0,0.1,1.0,0.0,200.0,26.18,VALID,122.2
2026-08-20 01:30:00,B,B1,8033.0,7000.0,0.1,1.0,0.0,200.0,25.94,VALID,103.3
2026-08-20 01:30:00,B,B2,8035.0,7000.0,0.1,1.0,0.0,200.0,26.05,VALID,103.5
2026-08-20 01:30:00,B,B3,8042.0,7000.0,0.1,1.0,0.0,200.0,26.5,VALID,104.2
2026-08-20 01:30:00,C,C1,8374.0,7000.0,0.1,1.0,0.0,200.0,26.34,VALID,137.4
2026-08-20 01:30:00,C,C2,8410.0,7000.0,0.1,1.0,0.0,200.0,25.91,VALID,141.0
2026-08-20 01:30:00,C,C3,8384.0,7000.0,0.1,1.0,0.0,200.0,26.0,VALID,138.4
2026-08-20 01:30:00,D,D1,7982.0,7000.0,0.1,1.0,0.0,200.0,25.98,VALID,98.2
2026-08-20 01:30:00,D,D2,7988.0,7000.0,0.1,1.0,0.0,200.0,25.97,VALID,98.8
2026-08-20 01:30:00,D,D3,7981.0,7000.0,0.1,1.0,0.0,200.0,26.23,VALID,98.1
2026-08-20 01:45:00,A,A1,8203.0,7000.0,0.1,1.0,0.0,200.0,26.32,VALID,120.3
2026-08-20 01:45:00,A,A2,6850.0,7000.0,0.1,1.0,0.0,200.0,26.42,VALID,-15.0
2026-08-20 01:45:00,A,A3,8211.0,7000.0,0.1,1.0,0.0,200.0,26.08,VALID,121.1
2026-08-20 01:45:00,B,B1,8025.0,7000.0,0.1,1.0,0.0,200.0,26.36,VALID,102.5
2026-08-20 01:45:00,B,B2,8066.0,7000.0,0.1,1.0,0.0,200.0,26.36,VALID,106.6
2026-08-20 01:45:00,B,B3,8044.0,7000.0,0.1,1.0,0.0,200.0,26.38,VALID,104.4
2026-08-20 01:45:00,C,C1,8386.0,7000.0,0.1,1.0,0.0,200.0,26.37,VALID,138.6
2026-08-20 01:45:00,C,C2,8413.0,7000.0,0.1,1.0,0.0,200.0,26.55,VALID,141.3
2026-08-20 01:45:00,C,C3,8398.0,7000.0,0.1,1.0,0.0,200.0,26.63,VALID,139.8
2026-08-20 01:45:00,D,D1,7966.0,7000.0,0.1,1.0,0.0,200.0,26.08,VALID,96.6
2026-08-20 01:45:00,D,D2,7970.0,7000.0,0.1,1.0,0.0,200.0,26.66,VALID,97.0
2026-08-20 01:45:00,D,D3,7990.0,7000.0,0.1,1.0,0.0,200.0,26.29,VALID,99.0
2026-08-20 02:00:00,A,A1,8203.0,7000.0,0.1,1.0,0.0,200.0,26.79,VALID,120.3
2026-08-20 02:00:00,A,A2,6850.0,7000.0,0.1,1.0,0.0,200.0,26.32,VALID,-15.0
2026-08-20 02:00:00,A,A3,8222.0,7000.0,0.1,1.0,0.0,200.0,26.42,VALID,122.2
2026-08-20 02:00:00,B,B1,8039.0,7000.0,0.1,1.0,0.0,200.0,26.47,VALID,103.9
2026-08-20 02:00:00,B,B2,8057.0,7000.0,0.1,1.0,0.0,200.0,26.78,VALID,105.7
2026-08-20 02:00:00,B,B3,8047.0,7000.0,0.1,1.0,0.0,200.0,26.63,VALID,104.7
2026-08-20 02:00:00,C,C1,8358.0,7000.0,0.1,1.0,0.0,200.0,26.49,VALID,135.8
2026-08-20 02:00:00,C,C2,8411.0,7000.0,0.1,1.0,0.0,200.0,26.26,VALID,141.1
2026-08-20 02:00:00,C,C3,8389.0,7000.0,0.1,1.0,0.0,200.0,26.43,VALID,138.9
2026-08-20 02:00:00,D,D1,7975.0,7000.0,0.1,1.0,0.0,200.0,26.23,VALID,97.5
2026-08-20 02:00:00,D,D2,7985.0,7000.0,0.1,1.0,0.0,200.0,26.4,VALID,98.5
2026-08-20 02:00:00,D,D3,7974.0,7000.0,0.1,1.0,0.0,200.0,26.7,VALID,97.4
2026-08-20 02:15:00,A,A1,8213.0,7000.0,0.1,1.0,0.0,200.0,26.93,VALID,121.3
2026-08-20 02:15:00,A,A2,6850.0,7000.0,0.1,1.0,0.0,200.0,26.53,VALID,-15.0
2026-08-20 02:15:00,A,A3,8216.0,7000.0,0.1,1.0,0.0,200.0,26.72,VALID,121.6
2026-08-20 02:15:00,B,B1,8042.0,7000.0,0.1,1.0,0.0,200.0,26.45,VALID,104.2
2026-08-20 02:15:00,B,B2,8056.0,7000.0,0.1,1.0,0.0,200.0,26.71,VALID,105.6
2026-08-20 02:15:00,B,B3,8071.0,7000.0,0.1,1.0,0.0,200.0,27.04,VALID,107.1
2026-08-20 02:15:00,C,C1,8371.0,7000.0,0.1,1.0,0.0,200.0,26.61,VALID,137.1
2026-08-20 02:15:00,C,C2,8407.0,7000.0,0.1,1.0,0.0,200.0,26.55,VALID,140.7
2026-08-20 02:15:00,C,C3,8401.0,7000.0,0.1,1.0,0.0,200.0,26.91,VALID,140.1
2026-08-20 02:15:00,D,D1,7962.0,7000.0,0.1,1.0,0.0,200.0,26.54,VALID,96.2
2026-08-20 02:15:00,D,D2,7967.0,7000.0,0.1,1.0,0.0,200.0,26.63,VALID,96.7
2026-08-20 02:15:00,D,D3,7969.0,7000.0,0.1,1.0,0.0,200.0,26.56,VALID,96.9
2026-08-20 02:30:00,A,A1,8202.0,7000.0,0.1,1.0,0.0,200.0,26.81,VALID,120.2
2026-08-20 02:30:00,A,A2,6850.0,7000.0,0.1,1.0,0.0,200.0,26.53,VALID,-15.0
2026-08-20 02:30:00,A,A3,8239.0,7000.0,0.1,1.0,0.0,200.0,26.57,VALID,123.9
2026-08-20 02:30:00,B,B1,8032.0,7000.0,0.1,1.0,0.0,200.0,27.19,VALID,103.2
2026-08-20 02:30:00,B,B2,8083.0,7000.0,0.1,1.0,0.0,200.0,26.59,VALID,108.3
2026-08-20 02:30:00,B,B3,8047.0,7000.0,0.1,1.0,0.0,200.0,26.89,VALID,104.7
2026-08-20 02:30:00,C,C1,8396.0,7000.0,0.1,1.0,0.0,200.0,26.63,VALID,139.6
2026-08-20 02:30:00,C,C2,8420.0,7000.0,0.1,1.0,0.0,200.0,26.98,VALID,142.0
2026-08-20 02:30:00,C,C3,8404.0,7000.0,0.1,1.0,0.0,200.0,26.75,VALID,140.4
2026-08-20 02:30:00,D,D1,7969.0,7000.0,0.1,1.0,0.0,200.0,26.55,VALID,96.9
2026-08-20 02:30:00,D,D2,7986.0,7000.0,0.1,1.0,0.0,200.0,26.77,VALID,98.6
2026-08-20 02:30:00,D,D3,7982.0,7000.0,0.1,1.0,0.0,200.0,26.72,VALID,98.2
2026-08-20 02:45:00,A,A1,8216.0,7000.0,0.1,1.0,0.0,200.0,27.18,VALID,121.6
2026-08-20 02:45:00,A,A2,6850.0,7000.0,0.1,1.0,0.0,200.0,27.05,VALID,-15.0
2026-08-20 02:45:00,A,A3,8222.0,7000.0,0.1,1.0,0.0,200.0,26.98,VALID,122.2
2026-08-20 02:45:00,B,B1,8037.0,7000.0,0.1,1.0,0.0,200.0,27.04,VALID,103.7
2026-08-20 02:45:00,B,B2,8058.0,7000.0,0.1,1.0,0.0,200.0,27.4,VALID,105.8
2026-08-20 02:45:00,B,B3,8066.0,7000.0,0.1,1.0,0.0,200.0,27.06,VALID,106.6
2026-08-20 02:45:00,C,C1,8375.0,7000.0,0.1,1.0,0.0,200.0,26.76,VALID,137.5
2026-08-20 02:45:00,C,C2,8435.0,7000.0,0.1,1.0,0.0,200.0,27.03,VALID,143.5
2026-08-20 02:45:00,C,C3,8406.0,7000.0,0.1,1.0,0.0,200.0,26.63,VALID,140.6
2026-08-20 02:45:00,D,D1,7980.0,7000.0,0.1,1.0,0.0,200.0,27.07,VALID,98.0
2026-08-20 02:45:00,D,D2,7980.0,7000.0,0.1,1.0,0.0,200.0,26.88,VALID,98.0
2026-08-20 02:45:00,D,D3,7984.0,7000.0,0.1,1.0,0.0,200.0,26.99,VALID,98.4
2026-08-20 03:00:00,A,A1,8211.0,7000.0,0.1,1.0,0.0,200.0,27.1,VALID,121.1
2026-08-20 03:00:00,A,A2,6850.0,7000.0,0.1,1.0,0.0,200.0,27.15,VALID,-15.0
2026-08-20 03:00:00,A,A3,8237.0,7000.0,0.1,1.0,0.0,200.0,26.61,VALID,123.7
2026-08-20 03:00:00,B,B1,8043.0,7000.0,0.1,1.0,0.0,200.0,27.16,VALID,104.3
2026-08-20 03:00:00,B,B2,8063.0,7000.0,0.1,1.0,0.0,200.0,27.05,VALID,106.3
2026-08-20 03:00:00,B,B3,8038.0,7000.0,0.1,1.0,0.0,200.0,27.19,VALID,103.8
2026-08-20 03:00:00,C,C1,8399.0,7000.0,0.1,1.0,0.0,200.0,26.81,VALID,139.9
2026-08-20 03:00:00,C,C2,8433.0,7000.0,0.1,1.0,0.0,200.0,27.06,VALID,143.3
2026-08-20 03:00:00,C,C3,8403.0,7000.0,0.1,1.0,0.0,200.0,26.91,VALID,140.3
2026-08-20 03:00:00,D,D1,7971.0,7000.0,0.1,1.0,0.0,200.0,27.38,VALID,97.1
2026-08-20 03:00:00,D,D2,7997.0,7000.0,0.1,1.0,0.0,200.0,27.47,VALID,99.7
2026-08-20 03:00:00,D,D3,7994.0,7000.0,0.1,1.0,0.0,200.0,27.21,VALID,99.4
2026-08-20 03:15:00,A,A1,8231.0,7000.0,0.1,1.0,0.0,200.0,27.34,VALID,123.1
2026-08-20 03:15:00,A,A2,6850.0,7000.0,0.1,1.0,0.0,200.0,27.2,VALID,-15.0
2026-08-20 03:15:00,A,A3,8226.0,7000.0,0.1,1.0,0.0,200.0,27.12,VALID,122.6
2026-08-20 03:15:00,B,B1,8056.0,7000.0,0.1,1.0,0.0,200.0,27.02,VALID,105.6
2026-08-20 03:15:00,B,B2,8069.0,7000.0,0.1,1.0,0.0,200.0,27.22,VALID,106.9
2026-08-20 03:15:00,B,B3,8066.0,7000.0,0.1,1.0,0.0,200.0,27.41,VALID,106.6
2026-08-20 03:15:00,C,C1,8401.0,7000.0,0.1,1.0,0.0,200.0,27.4,VALID,140.1
2026-08-20 03:15:00,C,C2,8413.0,7000.0,0.1,1.0,0.0,200.0,27.24,VALID,141.3
2026-08-20 03:15:00,C,C3,8395.0,7000.0,0.1,1.0,0.0,200.0,27.15,VALID,139.5
2026-08-20 03:15:00,D,D1,7989.0,7000.0,0.1,1.0,0.0,200.0,27.38,VALID,98.9
2026-08-20 03:15:00,D,D2,7987.0,7000.0,0.1,1.0,0.0,200.0,27.05,VALID,98.7
2026-08-20 03:15:00,D,D3,7985.0,7000.0,0.1,1.0,0.0,200.0,27.01,VALID,98.5
2026-08-20 03:30:00,A,A1,8210.0,7000.0,0.1,1.0,0.0,200.0,27.44,VALID,121.0
2026-08-20 03:30:00,A,A2,6850.0,7000.0,0.1,1.0,0.0,200.0,27.5,VALID,-15.0
2026-08-20 03:30:00,A,A3,8206.0,7000.0,0.1,1.0,0.0,200.0,27.44,VALID,120.6
2026-08-20 03:30:00,B,B1,8049.0,7000.0,0.1,1.0,0.0,200.0,27.46,VALID,104.9
2026-08-20 03:30:00,B,B2,8078.0,7000.0,0.1,1.0,0.0,200.0,26.97,VALID,107.8
2026-08-20 03:30:00,B,B3,8051.0,7000.0,0.1,1.0,0.0,200.0,27.5,VALID,105.1
2026-08-20 03:30:00,C,C1,8372.0,7000.0,0.1,1.0,0.0,200.0,27.68,VALID,137.2
2026-08-20 03:30:00,C,C2,8432.0,7000.0,0.1,1.0,0.0,200.0,27.55,VALID,143.2
2026-08-20 03:30:00,C,C3,8401.0,7000.0,0.1,1.0,0.0,200.0,27.54,VALID,140.1
2026-08-20 03:30:00,D,D1,7986.0,7000.0,0.1,1.0,0.0,200.0,27.43,VALID,98.6
2026-08-20 03:30:00,D,D2,7997.0,7000.0,0.1,1.0,0.0,200.0,27.43,VALID,99.7
2026-08-20 03:30:00,D,D3,7979.0,7000.0,0.1,1.0,0.0,200.0,27.35,VALID,97.9
2026-08-20 03:45:00,A,A1,8216.0,7000.0,0.1,1.0,0.0,200.0,27.57,VALID,121.6
2026-08-20 03:45:00,A,A2,6850.0,7000.0,0.1,1.0,0.0,200.0,27.28,VALID,-15.0
2026-08-20 03:45:00,A,A3,8227.0,7000.0,0.1,1.0,0.0,200.0,27.79,VALID,122.7
2026-08-20 03:45:00,B,B1,8043.0,7000.0,0.1,1.0,0.0,200.0,27.33,VALID,104.3
2026-08-20 03:45:00,B,B2,8067.0,7000.0,0.1,1.0,0.0,200.0,27.66,VALID,106.7
2026-08-20 03:45:00,B,B3,8058.0,7000.0,0.1,1.0,0.0,200.0,27.76,VALID,105.8
2026-08-20 03:45:00,C,C1,8396.0,7000.0,0.1,1.0,0.0,200.0,27.66,VALID,139.6
2026-08-20 03:45:00,C,C2,8435.0,7000.0,0.1,1.0,0.0,200.0,27.96,VALID,143.5
2026-08-20 03:45:00,C,C3,8406.0,7000.0,0.1,1.0,0.0,200.0,27.09,VALID,140.6
2026-08-20 03:45:00,D,D1,7992.0,7000.0,0.1,1.0,0.0,200.0,27.4,VALID,99.2
2026-08-20 03:45:00,D,D2,7997.0,7000.0,0.1,1.0,0.0,200.0,27.76,VALID,99.7
2026-08-20 03:45:00,D,D3,7973.0,7000.0,0.1,1.0,0.0,200.0,27.24,VALID,97.3
2026-08-20 04:00:00,A,A1,8205.0,7000.0,0.1,1.0,0.0,200.0,27.44,VALID,120.5
2026-08-20 04:00:00,A,A2,8245.0,7000.0,0.1,1.0,0.0,200.0,27.7,VALID,124.5
2026-08-20 04:00:00,A,A3,8232.0,7000.0,0.1,1.0,0.0,200.0,27.32,VALID,123.2
2026-08-20 04:00:00,B,B1,8030.0,7000.0,0.1,1.0,0.0,200.0,27.61,VALID,103.0
2026-08-20 04:00:00,B,B2,8062.0,7000.0,0.1,1.0,0.0,200.0,27.69,VALID,106.2
2026-08-20 04:00:00,B,B3,8065.0,7000.0,0.1,1.0,0.0,200.0,27.63,VALID,106.5
2026-08-20 04:00:00,C,C1,8396.0,7000.0,0.1,1.0,0.0,200.0,27.64,VALID,139.6
2026-08-20 04:00:00,C,C2,8436.0,7000.0,0.1,1.0,0.0,200.0,27.46,VALID,143.6
2026-08-20 04:00:00,C,C3,8407.0,7000.0,0.1,1.0,0.0,200.0,27.64,VALID,140.7
2026-08-20 04:00:00,D,D1,7986.0,7000.0,0.1,1.0,0.0,200.0,27.52,VALID,98.6
2026-08-20 04:00:00,D,D2,8002.0,7000.0,0.1,1.0,0.0,200.0,27.54,VALID,100.2
2026-08-20 04:00:00,D,D3,7988.0,7000.0,0.1,1.0,0.0,200.0,27.76,VALID,98.8
2026-08-20 04:15:00,A,A1,8202.0,7000.0,0.1,1.0,0.0,200.0,27.43,VALID,120.2
2026-08-20 04:15:00,A,A2,8229.0,7000.0,0.1,1.0,0.0,200.0,27.22,VALID,122.9
2026-08-20 04:15:00,A,A3,8224.0,7000.0,0.1,1.0,0.0,200.0,27.84,VALID,122.4
2026-08-20 04:15:00,B,B1,8050.0,7000.0,0.1,1.0,0.0,200.0,27.73,VALID,105.0
2026-08-20 04:15:00,B,B2,8077.0,7000.0,0.1,1.0,0.0,200.0,27.96,VALID,107.7
2026-08-20 04:15:00,B,B3,8060.0,7000.0,0.1,1.0,0.0,200.0,27.96,VALID,106.0
2026-08-20 04:15:00,C,C1,8391.0,7000.0,0.1,1.0,0.0,200.0,27.52,VALID,139.1
2026-08-20 04:15:00,C,C2,8427.0,7000.0,0.1,1.0,0.0,200.0,27.39,VALID,142.7
2026-08-20 04:15:00,C,C3,8402.0,7000.0,0.1,1.0,0.0,200.0,27.62,VALID,140.2
2026-08-20 04:15:00,D,D1,7987.0,7000.0,0.1,1.0,0.0,200.0,28.03,VALID,98.7
2026-08-20 04:15:00,D,D2,7986.0,7000.0,0.1,1.0,0.0,200.0,27.77,VALID,98.6
2026-08-20 04:15:00,D,D3,7981.0,7000.0,0.1,1.0,0.0,200.0,27.79,VALID,98.1
2026-08-20 04:30:00,A,A1,8220.0,7000.0,0.1,1.0,0.0,200.0,27.41,VALID,122.0
2026-08-20 04:30:00,A,A2,8252.0,7000.0,0.1,1.0,0.0,200.0,27.65,VALID,125.2
2026-08-20 04:30:00,A,A3,8226.0,7000.0,0.1,1.0,0.0,200.0,27.56,VALID,122.6
2026-08-20 04:30:00,B,B1,8047.0,7000.0,0.1,1.0,0.0,200.0,27.86,VALID,104.7
2026-08-20 04:30:00,B,B2,8067.0,7000.0,0.1,1.0,0.0,200.0,27.84,VALID,106.7
2026-08-20 04:30:00,B,B3,8064.0,7000.0,0.1,1.0,0.0,200.0,28.04,VALID,106.4
2026-08-20 04:30:00,C,C1,8388.0,7000.0,0.1,1.0,0.0,200.0,27.48,VALID,138.8
2026-08-20 04:30:00,C,C2,8443.0,7000.0,0.1,1.0,0.0,200.0,27.71,VALID,144.3
2026-08-20 04:30:00,C,C3,8421.0,7000.0,0.1,1.0,0.0,200.0,27.85,VALID,142.1
2026-08-20 04:30:00,D,D1,7980.0,7000.0,0.1,1.0,0.0,200.0,27.84,VALID,98.0
2026-08-20 04:30:00,D,D2,8017.0,7000.0,0.1,1.0,0.0,200.0,28.19,VALID,101.7
2026-08-20 04:30:00,D,D3,7992.0,7000.0,0.1,1.0,0.0,200.0,27.8,VALID,99.2
2026-08-20 04:45:00,A,A1,8232.0,7000.0,0.1,1.0,0.0,200.0,27.67,VALID,123.2
2026-08-20 04:45:00,A,A2,8247.0,7000.0,0.1,1.0,0.0,200.0,27.84,VALID,124.7
2026-08-20 04:45:00,A,A3,8235.0,7000.0,0.1,1.0,0.0,200.0,27.67,VALID,123.5
2026-08-20 04:45:00,B,B1,8040.0,7000.0,0.1,1.0,0.0,200.0,27.43,VALID,104.0
2026-08-20 04:45:00,B,B2,8059.0,7000.0,0.1,1.0,0.0,200.0,27.75,VALID,105.9
2026-08-20 04:45:00,B,B3,8059.0,7000.0,0.1,1.0,0.0,200.0,28.23,VALID,105.9
2026-08-20 04:45:00,C,C1,8402.0,7000.0,0.1,1.0,0.0,200.0,27.65,VALID,140.2
2026-08-20 04:45:00,C,C2,8437.0,7000.0,0.1,1.0,0.0,200.0,27.76,VALID,143.7
2026-08-20 04:45:00,C,C3,8410.0,7000.0,0.1,1.0,0.0,200.0,27.88,VALID,141.0
2026-08-20 04:45:00,D,D1,7988.0,7000.0,0.1,1.0,0.0,200.0,27.77,VALID,98.8
2026-08-20 04:45:00,D,D2,8010.0,7000.0,0.1,1.0,0.0,200.0,27.61,VALID,101.0
2026-08-20 04:45:00,D,D3,7992.0,7000.0,0.1,1.0,0.0,200.0,28.36,VALID,99.2
2026-08-20 05:00:00,A,A1,8225.0,7000.0,0.1,1.0,0.0,200.0,28.18,VALID,122.5
2026-08-20 05:00:00,A,A2,8246.0,7000.0,0.1,1.0,0.0,200.0,28.01,VALID,124.6
2026-08-20 05:00:00,A,A3,8232.0,7000.0,0.1,1.0,0.0,200.0,27.86,VALID,123.2
2026-08-20 05:00:00,B,B1,8048.0,7000.0,0.1,1.0,0.0,200.0,27.98,VALID,104.8
2026-08-20 05:00:00,B,B2,8062.0,7000.0,0.1,1.0,0.0,200.0,28.03,VALID,106.2
2026-08-20 05:00:00,B,B3,8073.0,7000.0,0.1,1.0,0.0,200.0,27.97,VALID,107.3
2026-08-20 05:00:00,C,C1,8390.0,7000.0,0.1,1.0,0.0,200.0,27.99,VALID,139.0
